KOI,disposition,period,ntransits,ncontams,nmadfailed,nexcluded,orig_nmoons,orig_frac_wmoons,nmoons_agth,frac_wmoons_agth,agth,median_agreement,fp_nexcluded,fp_median_agreement,FP_rate
KOI-4750.01,CANDIDATE,36.721576,17,0,0,0,0,0,0,0,0.95,0.5,0,0.529411765,0
KOI-4754.01,CANDIDATE,7.08757462,117,0,0,0,1,0.008547009,0,0,0.95,0.625,0,0.529411765,0
KOI-4756.01,CANDIDATE,5.4169303,181,181,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-4759.01,CANDIDATE,17.7662938,45,0,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-4762.01,CANDIDATE,11.56722589,63,0,0,0,2,0.031746032,0,0,0.95,0.466666667,0,0.5,0
KOI-4763.01,CANDIDATE,56.446465,16,0,0,0,2,0.125,0,0,0.95,0.4375,0,0.529411765,0
KOI-4764.01,CANDIDATE,31.4202111,13,0,0,0,0,0,0,0,0.95,0.529411765,0,0.529411765,0
KOI-4765.01,CONFIRMED,10.8118317,80,0,2,0,22,0.275,0,0,0.95,0.333333333,0,0.294117647,0
KOI-4766.01,CANDIDATE,5.56676609,156,156,0,0,0,0,0,0,0.95,0.529411765,0,0.411764706,0
KOI-4771.01,CANDIDATE,142.703888,5,0,0,0,0,0,0,0,0.95,0.125,0,0.411764706,0
KOI-4772.02,CANDIDATE,9.0194714,84,84,3,0,9,0.107142857,0,0,0.95,0.333333333,0,0.375,0
KOI-4773.01,CANDIDATE,8.8493948,110,103,1,0,3,0.027272727,1,0.009090909,0.95,0.483333333,0,0.5,0
KOI-4773.02,CANDIDATE,11.1438086,88,87,1,0,5,0.056818182,0,0,0.95,0.5,0,0.455555556,0
KOI-4774.01,CANDIDATE,51.567801,15,0,1,0,1,0.066666667,0,0,0.95,0.625,0,0.5,0
KOI-4775.01,CANDIDATE,16.4491515,26,0,13,0,1,0.038461538,0,0,0.95,0.5,0,0.455882353,0
KOI-4776.01,CANDIDATE,7.5861587,126,0,0,0,0,0,0,0,0.95,0.5,0,0.529411765,0
KOI-4780.01,CANDIDATE,6.60180003,158,0,10,0,31,0.196202532,1,0.006329114,0.95,0.31372549,0,0.278637771,0
KOI-4782.01,CANDIDATE,7.4213444,122,122,0,0,1,0.008196721,0,0,0.95,0.529411765,0,0.529411765,0
KOI-4790.01,CANDIDATE,6.07855,175,0,0,0,6,0.034285714,0,0,0.95,0.411764706,0,0.411764706,0
KOI-4792.01,CANDIDATE,5.75902182,170,170,0,0,7,0.041176471,0,0,0.95,0.5,0,0.393382353,0
KOI-4793.01,CANDIDATE,5.2736268,197,197,0,0,2,0.010152284,1,0.005076142,0.95,0.529411765,0,0.5,0
KOI-4794.01,CANDIDATE,24.5041103,28,0,0,0,1,0.035714286,0,0,0.95,0.54248366,0,0.472222222,0
KOI-4799.01,CANDIDATE,12.0729757,83,0,0,0,0,0,0,0,0.95,0.5,0,0.428104575,0
KOI-4801.01,CANDIDATE,82.401274,7,0,0,0,0,0,0,0,0.95,0.333333333,0,0.529411765,0
KOI-4804.01,CANDIDATE,21.08678557,37,0,0,0,0,0,0,0,0.95,0.625,0,0.529411765,0
KOI-4810.01,CANDIDATE,115.238544,9,0,0,0,1,0.111111111,0,0,0.95,0.529411765,0,0.529411765,0
KOI-4811.01,CANDIDATE,21.7434141,12,0,2,0,5,0.416666667,0,0,0.95,0.411764706,0,0.375,0
KOI-4813.01,CANDIDATE,9.2294726,81,0,0,0,5,0.061728395,0,0,0.95,0.411764706,0,0.5,0
KOI-4815.01,CANDIDATE,18.3721835,57,0,0,0,0,0,0,0,0.95,0.529411765,0,0.625,0
KOI-4820.01,CANDIDATE,14.7401061,35,0,0,0,1,0.028571429,0,0,0.95,0.5,0,0.5,0
KOI-4827.01,CANDIDATE,31.1920226,28,0,0,0,0,0,0,0,0.95,0.529411765,0,0.514705882,0
KOI-4829.01,CANDIDATE,7.630545,9,9,0,0,0,0,0,0,0.95,0.25,0,0.411764706,0
KOI-4837.01,CANDIDATE,5.38613715,141,141,0,0,3,0.021276596,0,0,0.95,0.529411765,0,0.5,0
KOI-4838.01,CANDIDATE,13.2965044,81,81,3,0,9,0.111111111,0,0,0.95,0.5,0,0.411764706,0
KOI-4838.02,CANDIDATE,6.33342309,163,150,7,0,14,0.085889571,1,0.006134969,0.95,0.411764706,0,0.411764706,0
KOI-4838.03,CANDIDATE,24.0721647,48,48,2,0,6,0.125,0,0,0.95,0.411764706,0,0.411764706,0
KOI-4839.01,CANDIDATE,21.8420304,35,0,0,0,0,0,0,0,0.95,0.5,0,0.529411765,0
KOI-4840.01,CANDIDATE,10.4716194,94,0,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-4846.01,CANDIDATE,19.254536,50,17,0,0,2,0.04,0,0,0.95,0.5,0,0.529411765,0
KOI-4846.02,CANDIDATE,32.526674,35,20,0,0,0,0,0,0,0.95,0.625,0,0.5,0
KOI-4848.01,CANDIDATE,384.6961,4,0,0,0,1,0.25,0,0,0.95,0.545833333,0,0.529411765,0
KOI-4856.01,CANDIDATE,147.388124,5,0,0,0,1,0.2,0,0,0.95,0.875,0,0.514705882,0
KOI-4859.01,CANDIDATE,7.5019743,74,0,0,0,2,0.027027027,0,0,0.95,0.411764706,0,0.466666667,0
KOI-4864.01,CANDIDATE,5.66494448,142,142,14,0,1,0.007042254,0,0,0.95,0.455555556,0,0.5,0
KOI-4871.02,CANDIDATE,5.522479,164,164,2,0,10,0.06097561,0,0,0.95,0.411764706,0,0.411764706,0
KOI-4877.01,CANDIDATE,5.19206571,157,157,0,0,3,0.01910828,0,0,0.95,0.5,0,0.5,0
KOI-4878.01,CANDIDATE,449.01499,2,0,0,0,0,0,0,0,0.95,0.411764706,0,0.375,0
KOI-4881.01,CANDIDATE,5.6795377,133,133,2,0,9,0.067669173,0,0,0.95,0.5,0,0.411764706,0
KOI-4885.01,CANDIDATE,9.33955596,114,0,9,0,16,0.140350877,0,0,0.95,0.375,0,0.375,0
KOI-4886.01,CANDIDATE,17.99562529,36,0,0,0,0,0,0,0,0.95,0.550420168,0,0.647058824,0.198113208
KOI-4890.01,CANDIDATE,63.095068,12,0,0,0,1,0.083333333,0,0,0.95,0.623529412,0,0.5,0
KOI-4892.01,CANDIDATE,21.3761817,39,0,1,0,2,0.051282051,0,0,0.95,0.375,0,0.5,0.009433962
KOI-4893.01,CANDIDATE,6.58753699,131,0,2,0,11,0.083969466,0,0,0.95,0.375,0,0.350877193,0
KOI-4895.01,CANDIDATE,12.460565,79,17,1,0,2,0.025316456,0,0,0.95,0.411764706,0,0.375,0
KOI-4895.02,CANDIDATE,47.5571352,21,19,0,0,2,0.095238095,0,0,0.95,0.5,0,0.375,0
KOI-4896.01,CANDIDATE,19.5945772,55,13,0,0,1,0.018181818,0,0,0.95,0.529411765,0,0.5,0
KOI-4896.02,CANDIDATE,49.537365,21,11,0,0,0,0,0,0,0.95,0.466666667,0,0.529411765,0
KOI-4898.01,CANDIDATE,409.87844,4,0,0,0,1,0.25,0,0,0.95,0.682352941,0,0.529411765,0
KOI-4900.01,CANDIDATE,6.6716723,117,0,0,0,2,0.017094017,0,0,0.95,0.529411765,0,0.5,0
KOI-4902.01,CANDIDATE,409.38645,3,0,2,0,1,0.333333333,0,0,0.95,0.411764706,0,0.294117647,0
KOI-4913.01,CANDIDATE,6.78788113,98,97,69,0,72,0.734693878,3,0.030612245,0.95,0.333333333,0,0.333333333,0.01
KOI-4913.02,CANDIDATE,8.97377221,74,73,52,0,59,0.797297297,1,0.013513514,0.95,0.393382353,0,0.411764706,0.039473684
KOI-4914.01,CANDIDATE,5.47455167,71,71,0,0,0,0,0,0,0.95,0.5,0,0.466666667,0
KOI-4923.01,CANDIDATE,38.168652,22,0,0,0,1,0.045454545,0,0,0.95,0.455555556,0,0.411764706,0
KOI-4926.01,CANDIDATE,69.089357,16,0,2,0,4,0.25,0,0,0.95,0.455882353,0,0.375,0
KOI-4938.01,CANDIDATE,55.180772,17,0,0,0,0,0,0,0,0.95,0.411764706,0,0.375,0
KOI-4958.01,CANDIDATE,581.729006,1,0,0,0,0,0,0,0,0.95,0.5,0,0.333333333,0
KOI-4961.01,CANDIDATE,348.96347,2,0,0,0,1,0.5,0,0,0.95,0.334558824,0,0.411764706,0
KOI-4967.01,CANDIDATE,43.581043,18,0,0,0,0,0,0,0,0.95,0.625,0,0.529411765,0
KOI-4972.01,CANDIDATE,26.092284,38,0,0,0,2,0.052631579,0,0,0.95,0.5,0,0.428104575,0
KOI-4975.01,CANDIDATE,47.0628978,18,0,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-4976.01,CANDIDATE,624.90338,2,0,0,0,0,0,0,0,0.95,0.444852941,0,0.294117647,0.011494253
KOI-4977.01,CANDIDATE,25.5338535,38,0,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-4978.01,CANDIDATE,339.18998,2,0,0,0,0,0,0,0,0.95,0.501547988,0,0.411764706,0
KOI-4986.01,CANDIDATE,444.04257,3,0,0,0,0,0,0,0,0.95,0.647058824,0,0.5,0
KOI-4991.01,CANDIDATE,211.330867,4,0,0,0,0,0,0,0,0.95,0.338235294,0,0.529411765,0
KOI-4992.01,CANDIDATE,12.5747207,63,0,15,0,20,0.317460317,0,0,0.95,0.333333333,0,0.294117647,0
KOI-4999.01,CANDIDATE,65.752109,15,0,0,0,0,0,0,0,0.95,0.5,0,0.529411765,0
KOI-5004.01,CANDIDATE,103.363691,11,0,0,0,0,0,0,0,0.95,0.529411765,0,0.529411765,0
KOI-5007.01,CANDIDATE,14.5168151,52,9,0,0,1,0.019230769,0,0,0.95,0.428104575,0,0.5,0
KOI-5007.02,CANDIDATE,80.881757,12,10,0,0,1,0.083333333,0,0,0.95,0.334558824,0,0.411764706,0
KOI-5021.01,CANDIDATE,288.07937,3,0,0,0,0,0,0,0,0.95,0.625,0,0.411764706,0
KOI-5027.01,CANDIDATE,62.312419,8,0,8,0,1,0.125,0,0,0.95,0.14379085,0,0.25,0
KOI-5030.01,CANDIDATE,411.8969,2,0,0,0,2,1,0,0,0.95,0.37254902,0,0.294117647,0
KOI-5033.01,CANDIDATE,127.671711,4,0,4,0,2,0.5,0,0,0.95,0.117647059,0,0.222222222,0
KOI-5040.01,CANDIDATE,29.6094263,20,0,0,0,0,0,0,0,0.95,0.514705882,0,0.5,0
KOI-5046.01,CANDIDATE,40.9882124,17,0,16,0,13,0.764705882,0,0,0.95,0.444444444,0,0.555555556,0.034482759
KOI-5048.01,CANDIDATE,138.333748,4,0,4,0,2,0.5,0,0,0.95,0.254901961,0,0.25,0
KOI-5057.01,CANDIDATE,493.74242,2,0,2,0,2,1,0,0,0.95,0.539215686,0,0.294117647,0
KOI-5067.01,CANDIDATE,219.931324,4,0,4,0,4,1,0,0,0.95,0.666666667,0,0.428104575,0.042857143
KOI-5071.01,CANDIDATE,180.4118581,5,0,0,0,2,0.4,0,0,0.95,0.2,0,0.5,0.024691358
KOI-5079.01,CANDIDATE,56.001782,19,0,0,0,0,0,0,0,0.95,0.375,0,0.411764706,0
KOI-5083.01,CANDIDATE,69.932459,12,0,12,0,2,0.166666667,0,0,0.95,0.173611111,0,0.294117647,0
KOI-5084.01,CONFIRMED,287.377314,2,0,0,0,1,0.5,1,0.5,0.95,0.875,0,0.5,0
KOI-5087.01,CANDIDATE,651.07431,3,0,0,0,0,0,0,0,0.95,0.625,0,0.444444444,0
KOI-5088.01,CANDIDATE,49.1782244,14,0,0,0,0,0,0,0,0.95,0.577205882,0,0.5,0
KOI-5092.01,CANDIDATE,271.790292,4,0,3,0,3,0.75,0,0,0.95,0.54248366,0,0.333333333,0.008849558
KOI-5098.01,CANDIDATE,100.345648,11,0,0,0,1,0.090909091,0,0,0.95,0.666666667,0,0.444444444,0
KOI-5099.01,CANDIDATE,111.187116,10,0,6,0,1,0.1,0,0,0.95,0.431372549,0,0.375,0
KOI-5101.01,CANDIDATE,436.18813,3,0,0,0,1,0.333333333,0,0,0.95,0.333333333,0,0.529411765,0
KOI-5104.01,CANDIDATE,21.1579573,31,0,0,0,0,0,0,0,0.95,0.529411765,0,0.529411765,0
KOI-5107.01,CANDIDATE,169.330666,6,0,6,0,5,0.833333333,1,0.166666667,0.95,0.611111111,0,0.222222222,0
KOI-5110.01,CANDIDATE,105.5904748,3,0,3,0,2,0.666666667,0,0,0.95,0.444444444,0,0.333333333,0.016129032
KOI-5117.01,CANDIDATE,33.3726538,18,0,0,0,0,0,0,0,0.95,0.354166667,0,0.6,0
KOI-5119.01,CANDIDATE,143.163697,8,0,8,0,6,0.75,0,0,0.95,0.31372549,0,0.294117647,0.011111111
KOI-5124.01,CANDIDATE,276.879492,1,0,0,0,0,0,0,0,0.95,0.6,0,0.5,0
KOI-5126.01,CANDIDATE,418.04355,3,0,3,0,2,0.666666667,0,0,0.95,0.294117647,0,0.176470588,0
KOI-5135.01,CANDIDATE,314.765374,2,0,0,0,0,0,0,0,0.95,0.463235294,0,0.529411765,0
KOI-5142.01,CANDIDATE,198.895864,2,0,0,0,0,0,0,0,0.95,0.518382353,0,0.375,0
KOI-5149.01,CANDIDATE,43.681309,20,0,0,0,0,0,0,0,0.95,0.455882353,0,0.5,0
KOI-5155.01,CANDIDATE,230.180357,5,0,0,0,4,0.8,2,0.4,0.95,0.888888889,0,0.529411765,0
KOI-5158.01,CANDIDATE,151.13008,3,0,3,0,3,1,0,0,0.95,0.222222222,0,0.375,0
KOI-5164.01,CANDIDATE,209.967521,6,0,0,0,0,0,0,0,0.95,0.573529412,0,0.375,0
KOI-5169.01,CANDIDATE,21.3684341,49,0,2,0,5,0.102040816,0,0,0.95,0.294117647,0,0.294117647,0
KOI-5176.01,CANDIDATE,215.732414,2,0,0,0,1,0.5,0,0,0.95,0.166666667,0,0.333333333,0
KOI-5192.01,CANDIDATE,50.55398,8,0,1,0,2,0.25,0,0,0.95,0.354166667,0,0.333333333,0
KOI-5196.01,CANDIDATE,392.47291,1,0,1,0,0,0,0,0,0.95,0.111111111,0,0.444444444,0.0625
KOI-5202.01,CANDIDATE,535.93723,2,0,0,0,0,0,0,0,0.95,0.358333333,0,0.5,0.008695652
KOI-5205.01,CANDIDATE,313.051405,3,0,0,0,1,0.333333333,1,0.333333333,0.95,1,0,0.411764706,0
KOI-5207.01,CANDIDATE,18.9828305,27,0,0,0,0,0,0,0,0.95,0.466666667,0,0.529411765,0
KOI-5216.01,CANDIDATE,377.311149,3,0,0,0,1,0.333333333,0,0,0.95,0.444444444,0,0.411764706,0.018348624
KOI-5219.01,CANDIDATE,27.765596,36,0,0,0,5,0.138888889,0,0,0.95,0.411764706,0,0.466666667,0
KOI-5223.01,CANDIDATE,354.21154,1,0,1,0,1,1,1,1,0.95,1,0,0.333333333,0.015384615
KOI-5224.01,CANDIDATE,171.028691,5,0,0,0,0,0,0,0,0.95,0.125,0,0.6125,0
KOI-5228.01,CANDIDATE,546.53309,1,0,0,0,0,0,0,0,0.95,0.294117647,0,0.333333333,0
KOI-5230.01,CANDIDATE,330.738115,3,0,3,0,1,0.333333333,0,0,0.95,0.444444444,0,0.294117647,0
KOI-5231.01,CANDIDATE,78.876125,13,0,1,0,1,0.076923077,0,0,0.95,0.333333333,0,0.5,0.009009009
KOI-5236.01,CANDIDATE,550.86514,2,0,0,0,0,0,0,0,0.95,0.375,0,0.294117647,0
KOI-5245.01,CONFIRMED,7.20281185,101,0,101,0,100,0.99009901,4,0.03960396,0.95,0.555555556,0,0.555555556,0.00952381
KOI-5247.01,CANDIDATE,282.0309,1,0,0,0,0,0,0,0,0.95,0.176470588,0,0.5,0
KOI-5248.01,CANDIDATE,179.25465,4,0,0,0,1,0.25,0,0,0.95,0.275735294,0,0.5,0
KOI-5249.01,CANDIDATE,19.4534296,27,0,0,0,1,0.037037037,0,0,0.95,0.375,0,0.483333333,0
KOI-5254.01,CANDIDATE,232.916142,1,0,1,0,0,0,0,0,0.95,0.5,0,0.375,0
KOI-5267.01,CANDIDATE,5.1779065,28,28,0,0,0,0,0,0,0.95,0.411764706,0,0.375,0
KOI-5274.01,CANDIDATE,55.7583803,14,0,14,0,0,0,0,0,0.95,0.428104575,0,0.294117647,0
KOI-5276.01,CANDIDATE,220.720142,3,0,0,0,1,0.333333333,0,0,0.95,0.571428571,0,0.411764706,0.008547009
KOI-5278.01,CANDIDATE,281.5921577,3,0,0,0,2,0.666666667,1,0.333333333,0.95,1,0,0.5,0.008474576
KOI-5279.01,CANDIDATE,103.722152,4,0,0,0,0,0,0,0,0.95,0.577205882,0,0.577777778,0
KOI-5283.01,CANDIDATE,18.7821603,52,0,0,0,2,0.038461538,0,0,0.95,0.514705882,0,0.5,0
KOI-5284.01,CANDIDATE,389.316341,2,0,0,0,1,0.5,1,0.5,0.95,1,0,0.529411765,0
KOI-5288.01,CANDIDATE,29.5632952,37,0,0,0,0,0,0,0,0.95,0.529411765,0,0.529411765,0
KOI-5290.01,CANDIDATE,435.50635,3,0,2,0,2,0.666666667,0,0,0.95,0.375,0,0.5,0
KOI-5297.01,CANDIDATE,8.0906952,96,0,0,0,0,0,0,0,0.95,0.529411765,0,0.411764706,0
KOI-5300.01,CANDIDATE,188.954072,1,0,0,0,0,0,0,0,0.95,0.333333333,0,0.411764706,0
KOI-5308.01,CANDIDATE,9.942228056,61,0,45,0,22,0.360655738,2,0.032786885,0.95,0.6,0,0.555555556,0.130081301
KOI-5310.01,CANDIDATE,22.2903562,45,0,5,0,8,0.177777778,0,0,0.95,0.375,0,0.375,0.007874016
KOI-5321.01,CANDIDATE,215.634356,1,0,0,0,1,1,0,0,0.95,0.428571429,0,0.5,0
KOI-5322.01,CANDIDATE,30.928898,29,0,29,0,9,0.310344828,0,0,0.95,0.294117647,0,0.222222222,0
KOI-5324.01,CANDIDATE,293.392635,3,0,3,0,1,0.333333333,0,0,0.95,0.111111111,0,0.2,0
KOI-5327.01,CANDIDATE,5.43361347,42,42,0,0,1,0.023809524,0,0,0.95,0.411764706,0,0.333333333,0
KOI-5329.01,CANDIDATE,200.2350497,3,0,2,0,2,0.666666667,0,0,0.95,0.375,0,0.333333333,0.014492754
KOI-5331.01,CANDIDATE,31.5034587,29,0,0,0,1,0.034482759,0,0,0.95,0.625,0,0.529411765,0
KOI-5332.01,CANDIDATE,22.2381062,53,0,0,0,1,0.018867925,0,0,0.95,0.529411765,0,0.5,0
KOI-5333.01,CANDIDATE,20.5477769,50,0,0,0,1,0.02,0,0,0.95,0.529411765,0,0.529411765,0
KOI-5336.01,CANDIDATE,265.741374,5,0,2,0,4,0.8,1,0.2,0.95,0.75,0,0.27443609,0.00877193
KOI-5341.01,CANDIDATE,15.18575582,56,0,56,0,53,0.946428571,2,0.035714286,0.95,0.529411765,0,0.555555556,0.025210084
KOI-5344.01,CANDIDATE,445.351255,2,0,1,0,2,1,1,0.5,0.95,0.555555556,0,0.350877193,0.009615385
KOI-5358.01,CANDIDATE,126.586058,7,0,1,0,2,0.285714286,0,0,0.95,0.2,0,0.333333333,0
KOI-5360.01,CANDIDATE,54.595746,21,0,2,0,3,0.142857143,0,0,0.95,0.333333333,0,0.25,0
KOI-5369.01,CANDIDATE,651.358046,3,0,3,0,2,0.666666667,1,0.333333333,0.95,0.444444444,0,0.222222222,0.026315789
KOI-5372.01,CANDIDATE,212.60398,4,0,0,0,0,0,0,0,0.95,0.480392157,0,0.5,0
KOI-5373.01,CANDIDATE,50.550788,13,0,13,0,10,0.769230769,0,0,0.95,0.444444444,0,0.333333333,0
KOI-5375.01,CANDIDATE,285.374561,4,0,4,0,3,0.75,0,0,0.95,0.549019608,0,0.222222222,0
KOI-5379.01,CANDIDATE,520.655224,2,0,2,0,2,1,0,0,0.95,0.444444444,0,0.25,0.012658228
KOI-5380.01,CANDIDATE,369.93355,1,0,0,0,0,0,0,0,0.95,0.75,0,0.483333333,0
KOI-5384.01,CANDIDATE,7.95445779,18,0,17,0,15,0.833333333,7,0.388888889,0.95,0.894444444,0,0.666666667,0.170940171
KOI-5387.01,CANDIDATE,297.78282,3,0,0,0,0,0,0,0,0.95,0.176470588,0,0.411764706,0
KOI-5388.01,CANDIDATE,137.396194,8,0,0,0,1,0.125,0,0,0.95,0.526785714,0,0.5,0
KOI-5390.01,CANDIDATE,104.198102,5,0,5,0,1,0.2,0,0,0.95,0.294117647,0,0.222222222,0
KOI-5408.01,CANDIDATE,415.748785,3,0,3,0,2,0.666666667,0,0,0.95,0.666666667,0,0.473684211,0.038095238
KOI-5410.01,CANDIDATE,24.1527864,47,0,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-5411.01,CANDIDATE,11.1734401,76,0,76,0,70,0.921052632,1,0.013157895,0.95,0.555555556,0,0.444444444,0.013157895
KOI-5413.01,CANDIDATE,428.379308,3,0,0,0,0,0,0,0,0.95,0.444444444,0,0.514705882,0
KOI-5416.01,CONFIRMED,76.377855,2,0,0,0,2,1,2,1,0.95,1,0,0.529411765,0.01010101
KOI-5418.01,CANDIDATE,14.2673439,59,0,16,0,15,0.254237288,0,0,0.95,0.333333333,0,0.354166667,0.008333333
KOI-5426.01,CANDIDATE,124.887214,7,0,0,0,0,0,0,0,0.95,0.555555556,0,0.411764706,0
KOI-5433.01,CANDIDATE,237.819002,4,0,1,0,1,0.25,1,0.25,0.95,0.882352941,0,0.375,0
KOI-5435.01,CANDIDATE,15.9961296,53,0,0,0,0,0,0,0,0.95,0.529411765,0,0.514705882,0
KOI-5440.01,CANDIDATE,74.624063,12,0,0,0,1,0.083333333,0,0,0.95,0.375,0,0.514705882,0.008333333
KOI-5451.01,CANDIDATE,529.39169,1,0,1,0,1,1,0,0,0.95,0.5,0,0.294117647,0
KOI-5454.01,CONFIRMED,509.997402,1,0,0,0,1,1,1,1,0.95,1,0,0.375,0
KOI-5458.01,CANDIDATE,56.648588,16,0,0,0,2,0.125,0,0,0.95,0.347222222,0,0.472222222,0
KOI-5459.01,CANDIDATE,53.554546,16,0,16,0,13,0.8125,1,0.0625,0.95,0.5,0,0.444444444,0.019230769
KOI-5461.01,CANDIDATE,119.079642,7,0,7,0,4,0.571428571,0,0,0.95,0.666666667,0,0.333333333,0.011764706
KOI-5472.01,CANDIDATE,97.5137491,7,0,7,0,4,0.571428571,0,0,0.95,0.125,0,0.222222222,0
KOI-5475.01,CONFIRMED,224.150923,4,4,1,0,2,0.5,2,0.5,0.95,1,0,0.333333333,0
KOI-5475.02,CANDIDATE,5.68325648,108,108,5,0,9,0.083333333,0,0,0.95,0.393382353,0,0.375,0
KOI-5476.01,CANDIDATE,148.179343,5,0,0,0,1,0.2,0,0,0.95,0.5,0,0.529411765,0
KOI-5480.01,CANDIDATE,57.140035,4,0,1,0,2,0.5,0,0,0.95,0.258169935,0,0.334558824,0
KOI-5482.01,CANDIDATE,31.70757465,37,0,37,0,34,0.918918919,1,0.027027027,0.95,0.333333333,0,0.333333333,0
KOI-5485.01,CANDIDATE,9.3589254,24,0,0,0,0,0,0,0,0.95,0.529411765,0,0.411764706,0
KOI-5487.01,CANDIDATE,48.8130123,21,0,0,0,0,0,0,0,0.95,0.411764706,0,0.6,0
KOI-5497.01,CANDIDATE,93.359737,4,0,4,0,4,1,0,0,0.95,0.229166667,0,0.333333333,0.014705882
KOI-5499.01,CANDIDATE,122.58481,3,0,0,0,0,0,0,0,0.95,0.411764706,0,0.5,0
KOI-5500.01,CANDIDATE,84.934357,7,0,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-5506.01,CANDIDATE,641.60204,1,0,0,0,1,1,0,0,0.95,0.882352941,0,0.5,0
KOI-5509.01,CANDIDATE,28.406342,30,0,0,0,0,0,0,0,0.95,0.625,0,0.529411765,0
KOI-5511.01,CANDIDATE,74.833577,8,0,1,0,0,0,0,0,0.95,0.3125,0,0.375,0
KOI-5514.01,CANDIDATE,102.100752,6,0,0,0,0,0,0,0,0.95,0.411764706,0,0.5,0
KOI-5515.01,CANDIDATE,6.263491873,155,0,150,0,144,0.929032258,8,0.051612903,0.95,0.578947368,0,0.529411765,0.049689441
KOI-5517.01,CANDIDATE,335.43143,1,0,0,0,1,1,0,0,0.95,0.6,0,0.5,0
KOI-5528.01,CANDIDATE,201.621794,4,0,0,0,0,0,0,0,0.95,0.577205882,0,0.5,0
KOI-5532.01,CANDIDATE,24.6777128,31,0,31,0,15,0.483870968,0,0,0.95,0.222222222,0,0.222222222,0.010752688
KOI-5541.01,CANDIDATE,339.633833,1,0,0,0,0,0,0,0,0.95,0.411764706,0,0.5,0
KOI-5545.01,CANDIDATE,541.04472,2,0,0,0,0,0,0,0,0.95,0.656862745,0,0.5,0
KOI-5546.01,CANDIDATE,514.271499,3,0,3,0,3,1,0,0,0.95,0.666666667,0,0.459064327,0.020408163
KOI-5552.01,CANDIDATE,295.958914,4,0,0,0,2,0.5,0,0,0.95,0.220833333,0,0.5,0
KOI-5553.01,CANDIDATE,120.938669,8,0,0,0,3,0.375,0,0,0.95,0.656862745,0,0.294117647,0
KOI-5554.01,CANDIDATE,362.22202,1,0,0,0,0,0,0,0,0.95,0.375,0,0.333333333,0
KOI-5556.01,CANDIDATE,631.99116,2,0,0,0,0,0,0,0,0.95,0.180555556,0,0.375,0
KOI-5568.01,CONFIRMED,62.134919,5,0,0,0,1,0.2,0,0,0.95,0.411764706,0,0.5,0
KOI-5570.01,CANDIDATE,574.65297,2,0,0,0,0,0,0,0,0.95,0.5625,0,0.5,0
KOI-5572.01,CANDIDATE,21.9578446,30,0,1,0,4,0.133333333,0,0,0.95,0.354166667,0,0.333333333,0
KOI-5574.01,CANDIDATE,373.41509,1,0,0,0,0,0,0,0,0.95,0.25,0,0.411764706,0
KOI-5577.01,CANDIDATE,495.51899,2,0,0,0,0,0,0,0,0.95,0.329411765,0,0.375,0
KOI-5578.01,CANDIDATE,388.048463,3,0,3,0,1,0.333333333,0,0,0.95,0.411764706,0,0.371710526,0
KOI-5579.01,CANDIDATE,34.0269868,30,0,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-5581.01,CONFIRMED,374.878133,3,0,0,0,3,1,2,0.666666667,0.95,1,0,0.25,0.009259259
KOI-5583.01,CANDIDATE,20.5858591,44,0,0,0,0,0,0,0,0.95,0.514705882,0,0.6,0
KOI-5585.01,CANDIDATE,113.573945,5,0,5,0,2,0.4,0,0,0.95,0.176470588,0,0.222222222,0
KOI-5591.01,CANDIDATE,317.009388,4,0,1,0,1,0.25,0,0,0.95,0.518382353,0,0.455555556,0
KOI-5592.01,CANDIDATE,482.51701,2,0,0,0,2,1,0,0,0.95,0.2875,0,0.375,0
KOI-5597.01,CANDIDATE,7.77710639,97,0,31,0,39,0.402061856,0,0,0.95,0.333333333,0,0.375,0.020618557
KOI-5602.01,CANDIDATE,403.163148,3,0,0,0,2,0.666666667,0,0,0.95,0.25,0,0.333333333,0.009708738
KOI-5603.01,CANDIDATE,341.557931,3,0,3,0,2,0.666666667,0,0,0.95,0.111111111,0,0.222222222,0.011111111
KOI-5604.01,CANDIDATE,476.91977,1,0,1,0,1,1,0,0,0.95,0.789473684,0,0.294117647,0.035714286
KOI-5608.01,CANDIDATE,87.565484,11,0,0,0,0,0,0,0,0.95,0.764705882,0,0.411764706,0
KOI-5612.01,CANDIDATE,353.65927,3,0,0,0,1,0.333333333,0,0,0.95,0.411764706,0,0.5,0
KOI-5613.01,CANDIDATE,346.4174,3,0,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
KOI-5622.01,CONFIRMED,469.61309,3,0,0,0,1,0.333333333,0,0,0.95,0.714285714,0,0.529411765,0
KOI-5625.01,CANDIDATE,116.454312,2,0,0,0,2,1,0,0,0.95,0.369047619,0,0.333333333,0
